-0.3105255,0.521275,-0.2023398
-0.3025334,0.5242125,-0.1931045
-0.314722,0.51925,-0.1960005
-0.3106906,0.5116918,-0.1937077
-0.313191,0.526575,-0.194378
-0.3195074,0.5184404,-0.193094
-0.3349401,0.5335943,-0.1911504
-0.3497056,0.5241972,-0.1927441
-0.3627624,0.5215885,-0.1880952
-0.3818501,0.5373802,-0.188933
-0.3914306,0.5180395,-0.1830773
-0.3967487,0.5332533,-0.1702778
-0.4195776,0.5193967,-0.1699384
-0.4325014,0.534898,-0.1836767
-0.4437732,0.5284945,-0.1735522
-0.4573199,0.5433176,-0.176592
-0.4631447,0.5251347,-0.1618744
-0.4784425,0.5372455,-0.1570466
-0.4971897,0.5327079,-0.1560811
-0.5040223,0.5495111,-0.143826
-0.5190604,0.5433026,-0.1552963
-0.5282292,0.5479233,-0.1400468
-0.541988,0.5375791,-0.1402028
-0.558174,0.5312948,-0.134967
-0.5676922,0.547465,-0.1458142
-0.57888,0.5327961,-0.122512
-0.5865493,0.5500674,-0.113584
-0.6042162,0.5375218,-0.1181155
-0.6188034,0.5455063,-0.1177459
-0.622628,0.5421452,-0.1175864
-0.6299493,0.5408521,-0.09615718
-0.6404299,0.5413023,-0.08926155
-0.6507969,0.5502957,-0.09058064
-0.6651828,0.5477168,-0.08411799
-0.6755412,0.549101,-0.08321445
-0.6871015,0.5401472,-0.07682347
-0.6983707,0.5456783,-0.07294574
-0.7096521,0.5526425,-0.06002545
-0.7239318,0.5516517,-0.05645896
-0.7296523,0.5475275,-0.04217116
-0.734529,0.5570442,-0.03735874
-0.7388995,0.554284,-0.03801088
-0.7512282,0.5647421,-0.03688084
-0.7578993,0.5554889,-0.03186963
-0.7649767,0.5564092,-0.02170075
-0.7772636,0.5660573,-0.0203257
-0.7873273,0.5530771,-0.01381594
-0.7814047,0.5554976,-0.01155316
-0.7954911,0.565168,-0.01297244
-0.8084342,0.5556409,-0.0254838
