-0.4678336,0.05560428,-0.1008662
-0.4713361,0.05272755,-0.08902041
-0.4656437,0.04339144,-0.09666163
-0.4669621,0.04942136,-0.08933103
-0.4559298,0.05088452,-0.09007364
-0.4570356,0.05564396,-0.07364596
-0.451841,0.051735,-0.06638084
-0.4387964,0.04472934,-0.06057023
-0.4261736,0.05624764,-0.05698548
-0.4137076,0.05446218,-0.04715839
-0.4074738,0.06181678,-0.04150902
-0.4138659,0.06820673,-0.02785678
-0.404896,0.0788135,-0.01940849
-0.4050047,0.05379242,0.007756382
-0.4042436,0.08900186,-0.005121653
-0.4291387,0.03496037,0.002228277
-0.3736157,0.1249838,-0.01445476
-0.3340498,0.09428439,0.01904651
-0.3965536,0.04272841,0.05036324
-0.3641617,0.1178013,0.04575879
-0.3901144,-0.02339941,0.0948823
-0.3490517,0.08412735,0.07884212
-0.3261248,0.1277159,0.01488712
-0.3239586,0.1185064,0.08557855
-0.3017127,0.1192186,0.06697882
-0.3073282,-0.02681997,0.080976
-0.2383659,0.05490431,0.07736754
-0.3214466,-0.03618026,0.1222383
-0.2944448,0.0038657,0.1320668
-0.3046733,0.03033389,0.1574692
-0.2983838,-0.05467533,0.1646009
-0.2960103,0.1156191,0.1786831
-0.2753052,0.1260381,0.1934102
-0.2668729,0.1137034,0.2013723
-0.2872095,0.01900116,0.1998269
-0.2462672,0.03840322,0.216154
-0.2395155,0.03398616,0.2430106
-0.2043812,0.05674066,0.2223272
-0.2034276,0.04674136,0.2386879
-0.1816236,0.06355579,0.2411772
-0.1781722,0.05332636,0.2608621
-0.1660507,0.05206436,0.2667201
-0.1539137,0.04601803,0.2682396
-0.1511403,0.05280397,0.2832199
-0.151285,0.06036619,0.2937001
-0.1439521,0.05368493,0.3012323
-0.1344512,0.04897205,0.3081845
-0.1140864,0.0593243,0.3037931
-0.1235212,0.04881515,0.325145
-0.1021926,0.04453724,0.3192669
